"","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC"
"1",0.963543946014643,0.981264792693945,0.97417777449045,0.99999657833039,0.538759926622211,0.996345799745228,0.986480153150634,0.999342453489148,0.615983035767803,0.990587843070785,0.987989665992016,0.99856079265109,0.576480748748619,0.968858514852919,0.972619418761447,0.991497971706909,0.681621255160542,0.949349795942815,0.962902528256644,0.996201544680362,0.651142459342688,0.946122921558169,0.952105783166322,0.98024234367647,0.599266842778035,0.938275845811077,0.943378559637666,0.97353439696426,0.595630682431857,0.73226990516707,0.73174036797948,0.709091276577669,0.6014745732527,0.608729582947451,0.608440967622021,0.581888493512569,0.582477497804727,0.595431173173332,0.546536174424973,0.582477497804756
"2",0.803172444290585,0.857565201107326,0.843948964877506,0.866560361374543,0.643893539981807,0.853764845473437,0.8580116055242,0.848628080958584,0.695284595864863,0.857953684673109,0.856762887299838,0.868903998540511,0.714020113843818,0.843142466827348,0.844380340088955,0.834628081916585,0.736261990755641,0.814686565246441,0.816161781901114,0.820896857887731,0.648659485020252,0.796650495320168,0.798746559334091,0.795047910295293,0.660887575223206,0.757197425029535,0.759955911667785,0.764498816723543,0.573042231244888,0.573042231244888,0.578988108439986,0.573042231244889,0.619738706102565,0.548072586809264,0.51916643985375,0.544893457409736,0.577261811764103,0.56934662248616,0.541694450504499,0.550168461185958
"3",0.689320931131843,0.606675536975466,0.609550731030941,0.649790547578488,0.515922282713293,0.615480141978956,0.617848187442491,0.653287642385424,0.543125148339778,0.633002610662752,0.639713650991711,0.705877992116006,0.533522941050395,0.700624395210664,0.702609937436953,0.716763367562399,0.518575811228163,0.713597360978366,0.717971990553013,0.710174010675513,0.508849355090594,0.681381435474059,0.685372669503482,0.660923114126393,0.521711936841938,0.66225856972056,0.667145430376513,0.653288914429897,0.546947725224576,0.586832430933462,0.589973506912248,0.619064408708893,0.506917363208122,0.504958299248683,0.509452468492981,0.551165816686497,0.532821010115594,0.558775891158687,0.556251565972635,0.575790159765194
"4",0.673632896894971,0.693391555078888,0.736049191125774,0.660087473331849,0.613953842853322,0.705822890497572,0.664547965149901,0.641626938252884,0.609450553085914,0.67977279948355,0.680538211125649,0.656295829426287,0.712694725330058,0.74195992244621,0.740899092038091,0.706427041708991,0.650199686131134,0.70632603315013,0.706388726947701,0.678176386632105,0.733584946934522,0.729487769977956,0.733365450917248,0.723438690149423,0.744852128619906,0.753611534346459,0.743911942326854,0.752378969610253,0.718955728894658,0.718955728894658,0.718955728894658,0.718955728894658,0.683581949071973,0.683581949071974,0.683581949071973,0.683581949071974,0.613999032871443,0.613999032871443,0.615282636062334,0.613999032871443
"5",0.96249247413144,0.974337327490773,0.973461353629855,0.964988315155121,0.981996542495833,0.967271675127272,0.966520385739582,0.957908358386928,0.949062940776996,0.956640614015716,0.957410597298372,0.948501957377902,0.867419469346602,0.926617299885462,0.926852320788348,0.937802842543773,0.819824083278519,0.948442465025412,0.949106047997995,0.93804802797579,0.835202448479188,0.946442412541542,0.946965202810153,0.923723382259026,0.802224746703313,0.94579360103297,0.944767468368483,0.926334712099414,0.867128181390703,0.867128181390702,0.869307019836044,0.867128181390699,0.772771920283515,0.772771920277089,0.772771920290284,0.788365471082106,0.722544865383439,0.722544865383275,0.722544865382929,0.722544865384164
"6",0.80057838982063,0.799970499798219,0.795605527099413,0.926645792937203,0.698647778118002,0.79229884968703,0.764330308813587,0.905050318428854,0.578126670213764,0.751026281141356,0.746512473165869,0.840707576592637,0.63777606051447,0.760401491331258,0.760887224985786,0.812506058396142,0.634482187097696,0.775568172156076,0.775930316531955,0.785045687029785,0.61115425789358,0.78140575544801,0.782116355064664,0.770364103259641,0.654466588120683,0.780514466663227,0.778152410208866,0.768783293683461,0.657710278995412,0.731940127308382,0.737770435420751,0.747947807633251,0.552196855656814,0.578201767634165,0.51352635766702,0.65024236710933,0.597182047894404,0.597182047894404,0.616344189162483,0.597182047894404
"7",0.698473339695807,0.727129033039865,0.707568181361692,0.733737798374728,0.577101177235188,0.706935779303078,0.711567107276555,0.744903295912972,0.534468600080553,0.657590560685093,0.654212048376909,0.714694537244503,0.589501646780932,0.683985854575536,0.685738105323711,0.729649858814038,0.57983575665149,0.687645539978739,0.681247047036628,0.711996010917344,0.594245161979811,0.673511886617347,0.674409500181597,0.682274805021944,0.550600828236958,0.652447575934123,0.649313788593875,0.672946034933077,0.509999177718784,0.509999177718784,0.514094100087421,0.509999177718784,0.543184398739851,0.543184398739851,0.543184398739851,0.543184398739851,0.552548487482204,0.552548487482204,0.552548487482204,0.552548487482204
"8",0.870789940937732,0.886111844780659,0.894814278068223,0.897653857603471,0.792115387581315,0.919279964432102,0.914165964017004,0.895303379937546,0.831551614134087,0.924922952144531,0.923444997854633,0.900247203700962,0.843984201567035,0.913330501813825,0.918902607252177,0.839301241849197,0.843052239601357,0.89187258093804,0.894339573813252,0.811918069001588,0.85945307917042,0.887049151159097,0.88553110761713,0.789646914643227,0.833104960610401,0.88472585202133,0.882501994894918,0.798305624169924,0.794559204030274,0.795324684479181,0.795108694135965,0.739725590884188,0.652942373225597,0.652942373225505,0.691227008381964,0.652942373225449,0.574532836171129,0.574532836170794,0.584161392189875,0.574532836170944
"9",0.755712495818032,0.780083387767422,0.75961347173994,0.813410361983545,0.70085710401446,0.759883469380836,0.743366676454632,0.82256147311858,0.607347161095665,0.781528754530474,0.776601916075307,0.8547590060651,0.567203571301664,0.833709776365007,0.836306302517713,0.878959221372082,0.600478707062416,0.836076346872692,0.83814602554821,0.852023242205592,0.580955327027075,0.834392491558554,0.832577333935152,0.850816154933789,0.625799293424602,0.823179014465393,0.825408812694657,0.834768547749727,0.625404351756239,0.668773466872529,0.676257952122557,0.6112948111329,0.60345552176348,0.60345552176348,0.60345552176348,0.60345552176348,0.595434551101299,0.595434551101299,0.595434551101299,0.595434551101299
"10",0.647045620985835,0.665537037258982,0.647364647426509,0.675191968317863,0.527038998128532,0.626660121804542,0.625016461329713,0.698164929026199,0.543922028684431,0.59460976892813,0.594585566408884,0.58399635234437,0.606601377631064,0.724349146701841,0.722832912062468,0.61403388854239,0.570743613846981,0.733849411028233,0.725012110132904,0.675845801780083,0.567384920525354,0.702232213634119,0.69737513971361,0.650829374685791,0.578121929018276,0.696173296328523,0.696691647609886,0.666035712550344,0.608755621621915,0.65015471302162,0.64776964724759,0.630971479242744,0.54440720719592,0.545545170022734,0.566550655250493,0.54440720719592,0.563018249658699,0.563018249658699,0.530910814063893,0.563018249658699
