"","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC","vec_gmus_AUC","vec_gmus0_AUC","vec_gmus00_AUC","vec_gds_AUC"
"1",0.923972181589213,0.928647751745405,0.934905006675317,0.985824346639737,0.920119655853642,0.937663102285534,0.931632955656158,0.983046316150757,0.65412437695396,0.933840611451195,0.926391563825712,0.983156916520641,0.656593168948833,0.906517344666484,0.913335071230845,0.977258345041452,0.653076749170055,0.890080562621689,0.902952707783418,0.966815195756833,0.652828176430228,0.877191652187324,0.894203876727491,0.952552891870498,0.568180385474066,0.869133952972567,0.888064609137537,0.946175015027289,0.622318871428642,0.733443229658701,0.745763172729773,0.759454103791485,0.59710627901853,0.619996189029966,0.607358242958975,0.559762487776782,0.523988383392899,0.501310751714977,0.500313217978129,0.523988383392899
"2",0.929258361074976,0.936999058623183,0.960237207570827,0.998990414822209,0.889789206891484,0.976145305894265,0.962243675025629,0.998643584070999,0.579423272661327,0.967106301653467,0.960351827085887,0.994843756121726,0.552158000866314,0.949035646773656,0.954086737611915,0.991946348121987,0.626058938965483,0.936669403964679,0.947250643101422,0.98925576022346,0.582448923118957,0.926490128187338,0.939325186847462,0.984135714627115,0.598071764718541,0.91836919542498,0.934463695631066,0.973659295745567,0.633877111914058,0.833593489524168,0.847813548081425,0.85979515887453,0.703387417750568,0.703387417750569,0.716959520041592,0.703387417750569,0.514701502954253,0.514701502954253,0.514701502954253,0.514701502954253
"3",0.934117935279919,0.94555240435468,0.950929104031774,0.979284295668739,0.860280568963034,0.96485244498398,0.951196290184066,0.975762177860405,0.636423159871098,0.951762634517413,0.945562699340431,0.969454639329533,0.601219268573695,0.926329467363727,0.931219519219918,0.942129634932904,0.58646210119657,0.915962013752313,0.924895441108589,0.925613591490678,0.576426206251006,0.906552673777754,0.918126245195851,0.924872425527438,0.589621386503872,0.900392779916495,0.913304564635387,0.918823448881063,0.625851624872084,0.830520404837774,0.82725443889095,0.834105681350421,0.688785834208653,0.690761411280249,0.707852696919234,0.68786845429204,0.560705991617996,0.560705991617996,0.560705991617996,0.560705991617996
"4",0.946233646686706,0.95054468228941,0.952788178538345,0.988772887391717,0.926886641115894,0.96369166335303,0.951566071538255,0.986210616731084,0.728242971359037,0.950953440670805,0.947436288475479,0.976946123427384,0.686854242516368,0.936357810783498,0.938107728123918,0.957617883209763,0.725406950619001,0.926032194456915,0.930096713766718,0.946588021907114,0.667590607904277,0.917141654037169,0.922777784615195,0.938005105612389,0.604822341091295,0.910837671806647,0.918123521938869,0.934582252232446,0.609285687939908,0.801202190031774,0.813824338289744,0.848844535808991,0.616071907804152,0.64785669395211,0.667392995642236,0.690985591869129,0.532870346200217,0.54099464960512,0.532950974838386,0.574958368312827
"5",0.917679970725581,0.919881903334729,0.920186162690187,0.986870676911743,0.909235844912636,0.924080375965346,0.918818633776735,0.975218517819138,0.583641940146194,0.916254206904762,0.911650243644218,0.968654505480369,0.576161549632773,0.891724842201481,0.895189783140152,0.952992170888665,0.635882455853805,0.876814750683947,0.883804668632001,0.942892722848823,0.600430545292482,0.864574863321994,0.874427699773815,0.92777871726883,0.603417164212829,0.856120545084999,0.868307328829936,0.917047616191291,0.62577383667169,0.724811006335387,0.723397181738227,0.736135766745952,0.55941820601285,0.55941820601285,0.55941820601285,0.55941820601285,0.515295739030213,0.515295739030213,0.515295739030213,0.515295739030213
"6",0.886545999404625,0.90222368236711,0.934596120381106,0.971354048565597,0.825592448772141,0.932985022792628,0.930530229267339,0.972045019790147,0.577581774233304,0.930578427409563,0.922694375653615,0.969194690092974,0.642751854853318,0.898780495315323,0.904381899534298,0.945258250081933,0.635586314799835,0.878376588340819,0.88854087138874,0.928628316167987,0.60692731667849,0.866707147048168,0.875411993062282,0.911546956442394,0.642739915479459,0.8572898023692,0.867209297857267,0.897351725281717,0.784167094795307,0.792486398882576,0.781212170793379,0.780699879162646,0.720985672881469,0.719177349431604,0.723841374107167,0.706390081452057,0.623512657032355,0.623512657032355,0.627777609952075,0.623512657032355
"7",0.938640905649095,0.944175541855342,0.952348293363362,0.994176888654718,0.846528127503325,0.954956797557247,0.94629945839528,0.988517937867832,0.632406124525746,0.942795500924802,0.936415266650163,0.982810817288562,0.6198403955333,0.907584265446358,0.912831042749574,0.942128351483425,0.631054752029055,0.886167594351446,0.894370832167512,0.918165351078793,0.567887956857764,0.866896332609846,0.87961294294184,0.894643032923271,0.703523666490702,0.855318823964968,0.868725343017684,0.883687583662634,0.739908300505067,0.72548678164109,0.72703226516399,0.70312280844361,0.56946603390377,0.56946603390377,0.573499079502911,0.56946603390377,NA,NA,NA,NA
"8",0.945770247663,0.957431933594884,0.952388261590385,0.981563753699986,0.935370187820769,0.961865798341596,0.951159004669888,0.98692436320505,0.564247402287235,0.956388826999662,0.949833175061353,0.980035038334934,0.560677151970457,0.93677329082415,0.942075316631523,0.974778723274287,0.522551805690612,0.926764793300747,0.9360894193374,0.957603076633151,0.525960514533878,0.921010789222363,0.932054983435368,0.95249942144969,0.551490778009571,0.916271523511662,0.928101296034242,0.948546236813161,0.722103147135903,0.836133279835984,0.843594557899713,0.849110543373497,0.731602055357998,0.731602055357998,0.731602055357998,0.731602055357998,0.586396620510932,0.586396620510932,0.586396620510932,0.586396620510932
"9",0.938246718427218,0.939402516248096,0.944756303932328,0.973053711399651,0.91247098864456,0.956214053393666,0.946598154740924,0.961809958047507,0.6714189721315,0.949802911556578,0.946131724334771,0.960486777654598,0.569215418762512,0.933108917037705,0.936070601679951,0.943266663598983,0.616776335839156,0.923808949650732,0.929479473334727,0.940945681888913,0.620210007167169,0.917203376753529,0.923942384144301,0.928472050623751,0.618502814332987,0.913938476784755,0.920333202941376,0.923290931323969,0.718774921616225,0.804219015348748,0.820751063372304,0.791268075515931,0.629217581979691,0.650748107087088,0.653975624159676,0.623110803731228,0.557666876354647,0.556033241747605,0.549601608911885,0.557666876354647
"10",0.953781082590302,0.956321035609405,0.961569875670218,0.992919362345239,0.94698512043449,0.976076142240005,0.962541881756697,0.990489163205857,0.62879728559044,0.96518494015355,0.961101688997841,0.985413673601916,0.717395050876928,0.942727706392385,0.945311478732558,0.973838283690564,0.788333747982126,0.931408793528276,0.934972144272249,0.964546572919894,0.793229771866241,0.924371099869513,0.927405021900428,0.954247511904693,0.763201411446002,0.919693451350725,0.922121578137732,0.941988986178264,0.804229525489413,0.83206108326655,0.837370490827045,0.824933371291639,0.730175840657598,0.730175840657598,0.745215960393901,0.730175840657598,0.618983521599878,0.641516453101047,0.67018167758692,0.618722369467532
