"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-0.619740675562631,0.501950050661387,-0.774467028966869,0.159070024892302,0,-3.55253261788014e-31,-0.238778733299589,0.167416126980695,0,0,-2.26635463054563e-30,0,0,-8.03441437794303e-31,0,0,0,0,0,0,0,0,0,-5.77807765404756e-31,0,0,0,0,0,0,0,0,0,-3.12736260533979e-30,0,0,0,1.85531976484545e-31,0,0,0,0,0,0,0,0,-8.17252877420232e-31,0,0,0,0,0,-8.97728619975455e-32,0,0,0,0,0,0,0,0,-9.26998427412086e-32,0,0,0,0,0,0,0,8.14732928516372e-31,0,0,0,0,0,0,0,0,0,0.00790485882341678,0,0,0,0,5.99902726650561e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",-0.714051411438151,0.402469531177955,-0.601465421178241,0.348367242545251,-0.0902524037598962,0.014039956233637,-0.252815601932278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.63324059038634e-32,0,0,0,0,0,2.44543360507982e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",-0.617253061039314,0.446439633927384,-0.591677799674952,0.10464005483122,-0.062725737352224,0,-0.151850956579257,0.0388040250500107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102737624590506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2470161670149e-30,0,0,0.0256101220115097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",-0.650871345918686,0.359667093195927,-0.599066633813426,0.242271229168817,-0.0550039449812621,0.0620462416386584,-0.258157437120276,0.0520674780480418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.63708839317988e-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",-0.64132685205694,0.435110812539008,-0.696180631896971,0.317001170709893,-0.0854096504013361,0,-0.30576926350043,0,0,0,0,0,1.40067339660723e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27658751470355e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72856624202434e-31,0,0,0,0,0,0,0,0,0,-1.46581940937947e-30,0,0,-3.55017347923702e-30,0,0,-1.12943319105045e-30,0,-1.19318378638077e-30,0,0,4.16624181451323e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-0.692520334178938,0.574911106621166,-0.264835864429514,0.172618670237851,-0.293685578243479,0.13354929558475,-0.0501239090482452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230298132369969,0,1.91813605576722e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",-0.828730200985561,0.59955193383667,-0.388521888056391,0.224707849219286,-0.410955434379176,0.0211776217704353,-0.205851315210505,0,-2.1313034949715e-31,-2.69519879252751e-30,0,0,0,0,0,0,0,0,0,0,2.66327688838498e-29,0,0,0,0,0,-4.52521277145474e-31,0,8.95827828445686e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10499307590257e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25146337029287e-31,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",-0.803251178628551,0.712526622004767,-0.129478531134928,0.0824133475867226,-0.333064880248628,0.102838649503099,-0.0900503542624777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08640368389954e-31,-2.04710179974757e-31,0,0,0,0,0,0,-4.12539813751696e-30,0,0,0,0,0,0,0,0,0,0,0.0391090860138646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",-0.721569546586491,0.546774556201232,-0.279502648814266,0.151247779859849,-0.294221598903179,0.115569781792011,-0.198507204870274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.73566283367318e-32,0,0,2.93811150427238e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18264922918021e-30,0,0,-1.05015053294928e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",-0.708117980568002,0.66370842790867,-0.252665257916271,0.195175588541892,-0.3153348511361,0.126169078723636,-0.17965749966755,0,0,-5.48033932393438e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09984179835229e-31,0,0,0,0,0,0,0,0,0,0,0,-2.61333850575946e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2565659317879e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84184431659356e-30,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",-0.65463416216311,0.37591043812059,-0.28174213868982,0.456465421684483,-0.338262927626599,0.0790704276782144,-0.134087528378797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",-0.690728024425217,0.494081960262013,-0.313605059994805,0.31520632153468,-0.152465876015657,0.261198027316736,-0.104632439267816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02717080325958e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",-0.674972374404517,0.419942335721572,-0.28032670761427,0.416758950379607,-0.332060437218317,0.0646261331536294,-0.114019451874255,0,0,0,0,-1.18234281885374e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.8323143613995e-31,0,0,0,0,0,0,0,0,1.55874019140981e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",-0.828924410015124,0.433825835482227,-0.174815279963761,0.376329035440361,-0.3106097340285,0.087449593618606,-0.0116567503659186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.51415174994589e-31,0,7.23189429021089e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35393813519893e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",-0.639155565422883,0.414780779153337,-0.239136081570759,0.448893371853038,-0.208242941731519,0.220124167293837,-0.0827040854382155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5300692646199e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99361058860784e-31,0,0,0
